category,brand,name,price,features,tier,use_case_tags,compatibility_tags
"Extracted from Project","Yealink","CTP-18 Touch Console",3345.84,"Yealink CTP-18","Standard","","yealink_mgr"
"Extracted from Project","Yealink","WPP30 Wireless Content Sharing",3170.81,"Yealink WPP30","Standard","","yealink_byod"
"Extracted from Project","Yealink","Microphones",1064.08,"Yealink VCM36-W","Standard","audio_capture","yealink_expansion"
"Extracted from Project","ViewSonic","Display System",3712.59,"ViewSonic LS610HDHE","Standard","visuals",""
"Extracted from Project","Vector","Audio System",4712.3,"Vector Speakers","Standard","audio",""
"Extracted from Project","Cue","AV Automation",3801.35,"Cue Controller with 8-Button Panel","Standard","",""
"Extracted from Project","Samsung","Display System",3531.13,"Samsung QM55C","Standard","medium_room,signage,visuals","samsung_magicinfo"
"Extracted from Project","Logitech","Audio and Video",2651.98,"Logitech Rally Mini Bar","Standard","audio,collaboration,video_capture","logitech_sync"
"Extracted from Project","Barco","Wireless Conferencing",462.61,"Barco CX-50 Gen 2 Clickshare","Enterprise","","barco_clickshare"
"Extracted from Project","Extron","Input Connectivity",3940.75,"Extron 202 Multi Cable Cubby","Standard","","cable_management"
"Extracted from Project","Logitech","Video Conferencing System",2781.04,"Logitech Rally Mini Bar","Standard","collaboration","logitech_sync"
"Extracted from Project","Samsung","Display System",2855.77,"Samsung QM65C","Standard","medium_room,visuals","samsung_magicinfo"
"Extracted from Project","Extron","Control System",1964.83,"Extron Control Processor & USB Switcher","Premium","",""
"Extracted from Project","Samsung","Displays",3000.77,"Samsung QM98T","Enterprise","visuals","samsung_magicinfo"
"Extracted from Project","Crestron","AV Sources",2919.16,"Crestron I-series","Enterprise","","crestron_control"
"Extracted from Project","Extron","Control System",1834.46,"IPCP Pro Processor","Premium","",""
"Extracted from Project","Extron","Recording & Connectivity",3118.1,"SMP 352 Hardware Recorder","Premium","",""
"Extracted from Project","Samsung","Display System",3982.91,"Samsung VH55R-R","Enterprise","lobby,video_wall,visuals","samsung_magicinfo"
"Extracted from Project","Crown","Audio System",2030.73,"Crown DCi4|600N","Enterprise","audio","dante"
"Extracted from Project","Poly","Video Conferencing",4133.56,"Poly G7500","Enterprise","collaboration","poly_lens"
"Extracted from Project","Crestron","Control & Connectivity",4685.07,"Crestron NVX System","Enterprise","","crestron_control"
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) GE-5964 86"" 4K Display",9977.89,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) FZ-7233 65"" 4K Display",4685.25,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) CI-3132 86"" 4K Display",9643.34,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) QL-6238 65"" 4K Display",2068.32,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) ZN-7053 75"" 4K Display",6764.12,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) AY-9118 75"" 4K Display",6012.3,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) QF-6125 55"" 4K Display",2341.28,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) ES-7186 98"" 4K Display",10300.91,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) XN-8204 75"" 4K Display",5953.51,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) GO-9686 98"" 4K Display",14470.97,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Sharp/NEC (Sharp NEC Display)","Sharp/NEC (Sharp NEC Display) ZQ-1736 98"" 4K Display",14674.32,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco ZK-6736 98"" 4K Display",13978.78,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco UZ-2454 86"" 4K Display",10729.08,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco YK-8962 55"" 4K Display",2097.68,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Barco","Barco YH-8386 98"" 4K Display",10731.84,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco ZC-5161 65"" 4K Display",4371.4,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Barco","Barco FI-4447 98"" 4K Display",14515.11,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco YN-6617 86"" 4K Display",9977.83,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Barco","Barco QX-4007 75"" 4K Display",6289.87,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Barco","Barco OK-5636 55"" 4K Display",3350.6,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Barco","Barco WZ-3406 86"" 4K Display",8648.71,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Christie","Christie DE-7393 98"" 4K Display",14673.74,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Christie","Christie AO-4809 65"" 4K Display",3912.18,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Christie","Christie NI-4074 86"" 4K Display",14781.04,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Christie","Christie NU-1111 55"" 4K Display",2772.33,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Christie","Christie EV-5123 98"" 4K Display",13158.46,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Christie","Christie GQ-1925 55"" 4K Display",1750.81,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Christie","Christie VZ-5596 65"" 4K Display",2355.62,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Christie","Christie EV-6804 75"" 4K Display",6088.08,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Christie","Christie FJ-1620 55"" 4K Display",3055.22,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Christie","Christie BZ-7541 65"" 4K Display",4739.01,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Epson","Epson DI-4336 98"" 4K Display",14479.52,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Epson","Epson YV-6815 65"" 4K Display",4011.69,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Epson","Epson OI-8877 75"" 4K Display",6897.66,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Epson","Epson JZ-2651 86"" 4K Display",12028.98,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Epson","Epson GO-2921 55"" 4K Display",1308.83,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Epson","Epson BK-9040 55"" 4K Display",3436.56,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Epson","Epson QC-9751 65"" 4K Display",3645.69,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Epson","Epson EK-2092 65"" 4K Display",4419.68,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Epson","Epson VX-2321 75"" 4K Display",6042.87,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Epson","Epson YS-2776 55"" 4K Display",2258.11,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Epson","Epson XV-3238 65"" 4K Display",2772.19,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ CX-9134 55"" 4K Display",2068.74,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ DI-7798 55"" 4K Display",2853.53,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ GI-3685 65"" 4K Display",3469.31,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ VO-2016 75"" 4K Display",6504.66,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","BenQ","BenQ VZ-6710 65"" 4K Display",2058.46,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ YS-7607 75"" 4K Display",7578.43,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","BenQ","BenQ ZC-9960 98"" 4K Display",13470.92,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","BenQ","BenQ GO-7740 55"" 4K Display",1991.68,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ YX-6981 86"" 4K Display",8669.75,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","BenQ","BenQ OI-4458 55"" 4K Display",1130.49,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","BenQ","BenQ ZP-8039 55"" 4K Display",3219.08,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic QI-4573 98"" 4K Display",10359.38,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic XO-8902 55"" 4K Display",2841.05,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic ZY-4981 75"" 4K Display",7300.99,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic XN-2019 65"" 4K Display",4687.26,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic ZM-3814 86"" 4K Display",8402.04,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic QJ-7977 86"" 4K Display",13161.42,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic QW-6804 55"" 4K Display",3070.73,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic XC-9311 75"" 4K Display",7272.5,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic VX-1833 65"" 4K Display",4025.26,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","ViewSonic","ViewSonic XJ-4100 86"" 4K Display",9985.34,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Optoma","Optoma ZW-6933 55"" 4K Display",1048.86,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Optoma","Optoma YC-1647 86"" 4K Display",11218.49,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Optoma","Optoma XR-4933 65"" 4K Display",2068.79,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Optoma","Optoma ZW-5163 98"" 4K Display",14470.83,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Optoma","Optoma YU-9173 55"" 4K Display",1368.17,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Optoma","Optoma QE-4346 65"" 4K Display",4014.28,"Generated Model for Catalog Expansion","Premium","medium_room,visuals",""
"Displays & Projectors","Optoma","Optoma YX-5452 75"" 4K Display",5977.16,"Generated Model for Catalog Expansion","Premium","large_room,visuals",""
"Displays & Projectors","Optoma","Optoma YR-2490 86"" 4K Display",14518.23,"Generated Model for Catalog Expansion","Enterprise","large_room,visuals",""
"Displays & Projectors","Optoma","Optoma ZH-7440 65"" 4K Display",2080.79,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
"Displays & Projectors","Vivitek","Vivitek YJ-1533 55"" 4K Display",3438.31,"Generated Model for Catalog Expansion","Standard","medium_room,visuals",""
UC & Collaboration Devices,Poly (HP),Poly (HP) ZK-8438 Collaboration Bar,5863.09,"Generated Model for Catalog Expansion",Premium,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) ZN-6003 Video Bar Pro,5370.02,"Generated Model for Catalog Expansion",Premium,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) QF-6031 Meeting Room Kit,4291.64,"Generated Model for Catalog Expansion",Premium,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) ZI-3075 Meeting Room Kit,3284.14,"Generated Model for Catalog Expansion",Standard,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) ZJ-8457 Video Bar Pro,5372.96,"Generated Model for Catalog Expansion",Premium,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) ZH-8899 Video Bar Pro,2353.47,"Generated Model for Catalog Expansion",Standard,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) XC-3665 Collaboration Bar,1882.35,"Generated Model for Catalog Expansion",Standard,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) ZO-2182 Collaboration Bar,2180.29,"Generated Model for Catalog Expansion",Standard,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) YF-8084 Video Bar Pro,5339.73,"Generated Model for Catalog Expansion",Premium,"collaboration","poly_lens"
UC & Collaboration Devices,Poly (HP),Poly (HP) XA-7264 Meeting Room Kit,2892.48,"Generated Model for Catalog Expansion",Standard,"collaboration","poly_lens"
UC & Collaboration Devices,Jabra (PanaCast),Jabra (PanaCast) ZE-7042 Collaboration Bar,4187.97,"Generated Model for Catalog Expansion",Premium,"collaboration",""
UC & Collaboration Devices,Jabra (PanaCast),Jabra (PanaCast) ZL-1692 Video Bar Pro,4717.37,"Generated Model for Catalog Expansion",Premium,"collaboration",""
